index,x,y,z,xn,yn,zn,error
2056,-12.752905,-2.439944,4.477835,0.231883,-0.062979,0.970703,5.737366
2057,-11.967683,-1.948139,4.055728,0.174809,-0.256417,0.950627,1.048536
2058,-12.932153,-1.768243,4.309625,0.209885,-0.154985,0.965364,8.478030
2059,-13.814144,-2.166446,4.368918,0.119551,0.146547,0.981953,6.361211
2060,-14.698169,-2.481565,4.374924,0.147672,0.176064,0.973239,2.424653
2061,-15.624198,-2.637434,4.765643,0.066143,0.401485,0.913474,3.146469
2062,-16.508921,-2.965984,5.048962,-0.105446,0.426370,0.898382,11.550713
2063,-17.380259,-3.487384,5.127432,-0.285975,0.326539,0.900883,6.157927
2064,-18.169175,-3.990693,4.975511,-0.732050,0.074523,0.677163,13.908752
2065,-18.822092,-4.669814,4.478980,-0.899491,-0.218657,0.378293,4.517311
2066,-18.852316,-5.132930,3.617588,-0.899229,-0.436824,0.023938,9.699924
2067,-18.827139,-5.316165,2.693540,-0.814412,-0.502891,-0.289539,4.094073
2068,-18.741248,-4.644544,3.215126,-0.844064,-0.322504,-0.050640,4.583563
2069,-18.655357,-3.972924,3.736712,-0.873715,-0.142117,0.188259,5.073053
2070,-18.569466,-3.301303,4.258299,-0.903366,0.038271,0.427158,5.562542
2071,-17.724688,-2.727888,4.329808,-0.677945,0.227875,0.698902,5.892321
2072,-17.005845,-2.110418,4.139517,-0.213431,0.389773,0.895837,16.319352
2073,-16.921925,-1.224166,3.790617,-0.605400,0.242390,0.758115,11.134893
2074,-16.739129,-0.352716,3.436453,-0.559502,0.241664,0.792816,10.722545
2075,-16.759921,0.461157,3.004450,0.981378,0.072528,-0.177870,10.025628
2076,-16.769804,1.325856,2.524301,0.998341,-0.016828,0.055063,13.506422
2077,-16.783398,2.146802,2.005181,-0.835608,0.356942,0.417554,9.130127
2078,-16.788763,2.928165,1.378918,-0.349001,0.470362,0.810529,4.794312
2079,-16.763948,3.723106,0.850331,-0.220608,0.538003,0.813563,2.316337
2080,-17.488707,4.226037,0.313535,-0.458684,0.523099,0.718315,8.277649
2081,-18.313548,4.586728,-0.070311,-0.807994,0.405085,0.427846,7.130563
2082,-18.993368,4.941809,-0.690207,-0.869891,0.413082,0.269542,12.556765
2083,-19.284127,5.029303,-1.624233,0.963656,-0.195989,0.181535,0.344633
2084,-19.041531,4.762474,-2.585339,-0.894961,0.095628,-0.435775,8.766541
2085,-18.667166,3.960938,-3.045161,-0.680164,-0.020292,-0.732779,13.753145
2086,-18.923540,4.297371,-2.193047,0.129945,-0.162620,-0.290059,7.728778
2087,-19.179913,4.633804,-1.340933,0.940054,-0.304947,0.152660,1.704411
2088,-18.973679,4.724306,-0.403825,-0.810884,0.491916,0.316996,3.673309
2089,-18.667127,4.391046,0.478917,-0.705427,0.407432,0.579976,6.403676
2090,-18.394645,3.637471,1.067426,-0.703583,0.314307,0.637325,11.505095
2091,-18.194922,2.752124,1.411867,-0.783604,0.240930,0.572641,6.906848
2092,-18.065482,1.818240,1.747499,0.970489,-0.042724,-0.237329,3.297768
2093,-18.047708,0.974904,2.053003,0.992716,0.059040,-0.105021,7.840205
2094,-18.137749,0.175079,2.585810,0.999479,-0.031726,-0.005930,3.660146
2095,-18.317260,-0.565871,3.141801,0.993382,-0.103250,-0.050323,13.092952
2096,-18.615991,-1.360908,3.611156,0.968087,-0.149368,-0.201238,8.041607
2097,-18.939828,-2.316351,3.785467,0.955878,-0.125993,-0.265374,12.009435
2098,-19.193722,-3.196012,3.581117,0.997232,0.021160,-0.071285,4.853495
2099,-19.045325,-3.833627,2.803119,0.070120,-0.158856,-0.229762,3.526599
2100,-18.896929,-4.471242,2.025121,-0.856992,-0.338873,-0.388239,2.199703
2112,-9.630420,-0.182222,4.031538,-0.018390,0.261857,0.964931,5.915818
2113,-9.607412,-1.151065,4.301359,0.053370,0.042997,0.997649,6.929378
2114,-9.589316,-2.157748,4.230699,0.072088,-0.214227,0.974120,12.372699
2115,-9.586876,-3.023449,3.932244,0.055100,-0.446369,0.893151,12.433616
2116,-9.765746,-3.839659,3.390268,0.059931,-0.696655,0.714898,9.416127
2117,-9.878676,-4.448858,2.622506,0.101065,-0.928465,0.357405,5.961933
2118,-10.073574,-4.663380,1.685391,0.071574,-0.986552,0.146941,6.847729
2119,-10.225936,-4.437180,0.716077,0.023148,-0.964613,-0.262651,12.465116
2120,-10.415302,-4.002412,-0.124344,-0.048784,-0.878236,-0.475733,13.015390
2121,-10.513356,-3.434745,-0.959120,-0.126110,-0.792133,-0.597178,7.954953
2122,-10.513108,-2.739234,-1.593173,-0.159565,-0.666384,-0.728335,10.192586
2123,-10.016222,-2.227114,-2.117430,-0.162026,-0.585159,-0.794567,8.168810
2124,-9.566476,-2.884415,-1.649562,-0.141475,-0.686981,-0.712771,8.265950
2125,-9.514934,-3.521059,-0.925531,-0.108028,-0.797646,-0.593372,7.291756
2126,-9.374154,-4.036323,-0.088012,-0.028669,-0.902497,-0.429741,7.633832
2127,-9.325771,-4.423816,0.761371,0.058021,-0.979636,-0.192215,7.627569
2128,-9.150108,-4.484577,1.723686,0.121676,-0.985566,0.117706,0.291261
2129,-9.033364,-4.204050,2.669264,0.150548,-0.876291,0.457657,5.740633
2130,-8.915689,-3.615071,3.430835,0.151415,-0.721657,0.675489,7.428502
2131,-8.809628,-2.758214,3.907415,0.088312,-0.398990,0.912693,5.377781
2132,-8.808556,-1.780469,4.090445,0.077402,-0.129311,0.988579,17.314497
2133,-8.892277,-0.769332,4.040672,0.049066,0.106349,0.993118,9.290403
2134,-8.832981,0.137891,3.778881,-0.011141,0.274982,0.961385,17.609988
2135,-8.789029,1.013630,3.342800,-0.032439,0.449470,0.892706,4.737632
2136,-8.708955,1.801261,2.799930,-0.040997,0.550932,0.833543,4.864830
2137,-8.811086,2.526092,2.293254,-0.042654,0.626016,0.778643,10.122425
2138,-8.944207,3.368835,1.646223,0.000583,0.744747,0.667346,6.521564
2139,-8.941460,4.016868,0.980388,0.055695,0.862502,0.502979,4.326097
2140,-8.738627,4.524742,0.153303,0.066588,0.967158,0.245298,11.713359
2141,-8.580254,4.625835,-0.806635,0.045760,0.997603,-0.051908,1.733476
2142,-8.674555,4.403530,-1.840757,0.070849,0.858281,-0.508266,10.540383
2143,-8.870089,3.821462,-2.632032,0.075101,0.678313,-0.730925,0.893281
2144,-9.079820,2.979332,-2.998061,0.024798,0.434524,-0.900319,0.919601
2145,-9.288728,2.108012,-3.358545,-0.041941,0.186407,-0.981577,9.984887
2146,-9.364071,1.113539,-3.445328,-0.112323,0.006732,-0.993649,14.187440
2147,-9.511479,0.160831,-3.328399,-0.142992,-0.178792,-0.973441,6.007992
2148,-9.422284,-0.752394,-3.104572,-0.178566,-0.358927,-0.916125,12.632642
2149,-8.855063,-1.421051,-2.785043,-0.168728,-0.453185,-0.875302,17.499062
2150,-8.533342,-0.715017,-3.272479,-0.165497,-0.306558,-0.937354,4.738456
2151,-8.514448,0.262050,-3.521697,-0.148476,-0.082343,-0.985482,10.273468
2152,-8.440877,1.206166,-3.544507,-0.130082,0.085917,-0.987774,7.296684
2153,-8.360600,2.173818,-3.455811,-0.105732,0.292246,-0.950480,10.553497
2154,-8.126879,3.095157,-3.119651,-0.026712,0.565442,-0.824355,16.319525
2155,-7.957549,3.872749,-2.585463,-0.010362,0.730370,-0.682973,1.020829
2156,-7.762915,4.403945,-1.681847,0.039086,0.942196,-0.332776,3.908173
2157,-7.562302,4.606183,-0.774060,0.014356,0.999457,-0.029657,16.025813
2158,-7.531428,4.499423,0.168201,0.034270,0.978275,0.204459,8.840425
2159,-7.539408,3.986476,1.012780,0.026692,0.896304,0.442637,10.232617
2160,-7.584942,3.318963,1.749236,-0.025274,0.743738,0.667993,15.611540
2161,-7.628828,2.531308,2.326166,-0.019737,0.631340,0.749859,12.926611
2162,-7.672713,1.743653,2.903095,-0.014200,0.518943,0.831724,10.241681
2163,-7.716599,0.955997,3.480025,-0.008662,0.406545,0.913590,7.556751
2164,-7.549442,0.125400,3.849799,-0.009507,0.264775,0.964263,10.285140
2165,-7.526522,-0.845844,3.974520,-0.004696,0.081638,0.996651,1.642053
2166,-7.585402,-1.811472,4.017357,0.017106,-0.181663,0.983212,6.801935
2167,-7.725112,-2.761401,3.869518,0.025593,-0.441595,0.896849,18.336343
2168,-7.993831,-3.598266,3.387888,0.078874,-0.702759,0.707042,4.806715
2169,-8.172938,-4.169187,2.596848,0.099019,-0.884022,0.456838,14.623110
2170,-8.312307,-4.472569,1.662294,0.066800,-0.989175,0.130653,7.414383
2171,-8.446883,-4.385921,0.706004,0.016243,-0.987017,-0.159790,8.205587
2172,-8.550474,-4.097517,-0.240695,-0.045305,-0.926389,-0.373832,11.880584
2173,-8.663430,-3.616665,-1.078497,-0.115011,-0.837243,-0.534600,15.611961
2174,-8.712279,-2.938601,-1.746086,-0.145145,-0.697315,-0.701915,8.129546
2175,-8.771050,-2.225972,-2.398848,-0.168504,-0.579014,-0.797715,10.559714
2368,-13.768050,1.151726,-3.038521,-0.078854,-0.182879,-0.979968,14.978441
2369,-14.785967,1.333196,-3.009396,-0.118239,-0.179954,-0.976543,8.689310
2370,-15.690321,1.279204,-2.995102,-0.170747,-0.205492,-0.963649,18.043247
2371,-16.681112,1.555699,-2.650485,-0.242933,-0.243700,-0.938932,2.408599
2372,-17.582841,1.623238,-2.580997,-0.242503,-0.271567,-0.931367,12.178981
2374,-17.750665,2.537365,-2.777429,-0.256057,-0.216626,-0.942076,16.270697
2375,-16.785255,2.560995,-2.812155,-0.152472,-0.166339,-0.974209,16.703581
2376,-15.835241,2.501486,-2.821169,-0.099732,-0.107867,-0.989150,14.412403
2377,-14.861218,2.344323,-2.950248,-0.092514,-0.054502,-0.994219,6.762810
2378,-13.888247,2.249894,-2.975232,-0.053244,-0.016367,-0.998447,10.444892
2379,-13.014385,2.630267,-2.969766,-0.015016,0.131144,-0.991250,20.246977
2380,-13.860199,3.150124,-3.133436,0.007433,0.091159,-0.995809,9.294982
2381,-14.820701,3.210166,-2.970121,0.012412,-0.000882,-0.999923,11.823982
2382,-15.736879,3.251587,-2.881310,-0.000119,-0.066022,-0.997818,7.095730
2383,-16.700327,3.404837,-2.882314,-0.051914,-0.141494,-0.988577,10.768691
2384,-17.608754,3.531044,-3.026854,-0.237526,-0.166883,-0.956939,24.872729
2385,-18.447094,4.058659,-2.796956,-0.644890,-0.059692,-0.761941,9.797509
2386,-17.577212,4.428234,-3.062877,-0.490775,-0.156281,-0.857156,12.437093
2387,-16.674902,4.227641,-2.940490,-0.059396,-0.165221,-0.984466,11.744683
2388,-15.700920,4.150210,-2.940723,0.123807,-0.177620,-0.976280,11.647974
2389,-14.766603,4.085079,-2.917813,0.148000,-0.098154,-0.984104,10.362546
2390,-13.816798,4.013818,-3.074742,0.147042,0.071107,-0.986571,10.474501
2391,-12.885384,3.872683,-3.123926,0.089407,0.148324,-0.984889,10.363964
2392,-12.278456,4.358552,-2.690895,0.288413,0.335415,-0.896836,1.582054
2393,-12.076961,4.934700,-1.873509,0.505893,0.808577,-0.300458,2.727312
2394,-12.961826,5.053035,-1.740622,0.338760,0.904599,-0.258732,2.826025
2395,-13.735214,5.061340,-2.378704,0.059266,0.506748,-0.860055,5.755876
2396,-14.598870,5.107731,-2.732287,0.405621,-0.250794,-0.878962,3.183005
2397,-15.563003,5.028762,-2.902192,0.167883,-0.333688,-0.927614,33.069795
2398,-16.570467,5.041650,-3.020715,-0.065495,-0.221500,-0.972958,13.263585
2399,-17.554123,5.039339,-3.169586,-0.571160,-0.006399,-0.820814,7.744757
2400,-18.503487,5.221918,-3.085790,-0.688130,0.072477,-0.721958,13.957313
2401,-18.705760,5.422916,-2.161088,-0.790417,0.261552,-0.362971,12.251259
2402,-18.908033,5.623913,-1.236386,-0.892704,0.450626,-0.003984,10.545205
2403,-18.379260,5.336185,-0.509163,-0.784348,0.534098,0.315495,9.337051
2404,-17.519780,5.053816,-0.051422,-0.407693,0.556534,0.723917,8.060452
2405,-16.642334,4.977827,0.230333,-0.207536,0.488670,0.847426,5.072037
2406,-15.681050,4.938527,0.325981,0.075356,0.424455,0.854377,5.912251
2407,-14.719766,4.899227,0.421628,0.358248,0.360239,0.861328,6.752464
2408,-13.771046,4.728815,0.343949,0.279706,0.713466,0.642441,3.358218
2409,-12.698527,4.414904,0.386814,0.306616,0.923942,0.228733,10.140359
2410,-12.705814,5.066628,-0.122267,0.355728,0.790858,0.497997,10.472744
2411,-13.642499,5.125508,-0.036410,0.459968,0.846457,0.268216,8.912247
2412,-14.512688,5.184578,0.379048,0.351997,0.341088,0.871640,1.419950
2413,-15.415642,5.308694,0.676089,0.037519,0.392178,0.919124,7.902224
2414,-16.447093,5.334124,0.569658,-0.178681,0.471948,0.863330,7.028071
2415,-17.188337,5.862317,0.132224,-0.370888,0.545644,0.751475,11.346262
2416,-17.803612,6.175806,-0.626196,-0.613627,0.652617,0.444469,6.580828
2417,-18.170613,6.418604,-1.458966,-0.745603,0.660029,0.091864,6.774493
2418,-18.280284,6.305568,-2.413370,-0.814202,0.539541,-0.214410,9.633291
2419,-18.177433,5.844997,-3.257028,-0.703992,0.252968,-0.663628,7.831815
2420,-17.562403,5.415693,-3.907283,-0.389463,-0.012106,-0.920963,2.167402
2421,-17.360321,6.216071,-3.561613,-0.457843,0.248466,-0.853607,8.227833
2422,-17.559108,6.966221,-3.001299,-0.713560,0.537952,-0.448821,12.625529
2423,-17.547869,7.291207,-2.053888,-0.704024,0.708804,0.044129,15.709956
2424,-17.261120,7.197501,-1.113573,-0.662945,0.682578,0.307556,9.650126
2425,-16.769926,6.772843,-0.361138,-0.354853,0.589431,0.725707,9.974720
2426,-16.224836,6.097491,0.148033,-0.123101,0.497686,0.858577,11.971287
2428,-15.515447,6.510105,-0.089841,0.012209,0.536224,0.843988,8.805709
2429,-16.013946,7.151587,-0.680942,-0.187346,0.628671,0.754768,12.136620
2430,-16.395682,7.606084,-1.477771,-0.505844,0.815227,0.282005,8.961252
2431,-16.764538,7.888966,-2.382057,-0.631659,0.756991,-0.167245,5.001419
2432,-1.586055,5.023478,0.729964,-0.140704,0.930603,0.337905,6.177757
2433,-1.537934,4.626222,1.563450,-0.104552,0.882539,0.458469,13.864184
2434,-1.611838,4.150393,2.405872,-0.113508,0.848848,0.516308,9.577313
2435,-1.101570,3.553942,3.038654,-0.099257,0.680812,0.725701,10.126303
2436,-0.629060,4.139973,2.498618,-0.030729,0.833139,0.552210,3.707343
2437,-0.726009,4.624505,1.646856,-0.058384,0.879540,0.472230,3.664029
2438,-0.723901,5.108070,0.843442,-0.062211,0.919248,0.388732,7.230690
2439,-0.683999,5.542666,-0.084044,-0.064057,0.989814,0.127144,9.647521
2440,-0.643565,5.584959,-1.039661,-0.074017,0.986420,-0.146618,12.643705
2441,-0.690769,5.394493,-2.018255,-0.077841,0.921693,-0.380030,4.842594
2442,-0.711077,4.793437,-2.844343,-0.084638,0.795305,-0.600272,5.502501
2443,-0.787678,4.253950,-3.504979,-0.091525,0.693416,-0.714701,14.397237
2444,-0.869116,3.419707,-4.062849,-0.084991,0.452097,-0.887910,11.620713
2445,-1.051591,2.504494,-4.380235,-0.065489,0.285178,-0.956235,8.548239
2446,-1.191571,1.506662,-4.474424,-0.030269,-0.081606,-0.996205,2.476617
2447,-1.290923,0.570096,-4.268009,0.012129,-0.172354,-0.984960,15.690732
2448,-1.364785,-0.324208,-4.008042,0.072681,-0.333840,-0.939823,9.942071
2449,-1.459660,-1.211053,-3.573830,0.098213,-0.410558,-0.906530,9.510031
2450,-1.042737,-1.919964,-3.219082,0.145021,-0.492154,-0.858344,14.811115
2451,-0.504852,-1.095705,-3.529747,0.147489,-0.453280,-0.879081,7.035208
2452,-0.341418,-0.196298,-3.874263,0.088912,-0.339715,-0.936317,8.499067
2453,-0.114285,0.665215,-4.195307,0.039948,-0.236238,-0.970874,4.687161
2454,-0.032876,1.610950,-4.434745,-0.037033,-0.042022,-0.998430,3.325440
2455,0.066700,2.607254,-4.387708,-0.076953,0.192153,-0.978343,13.180560
2456,0.060915,3.501455,-4.008445,-0.085361,0.444556,-0.891674,3.719429
2457,0.084762,4.307277,-3.461552,-0.084622,0.691010,-0.717875,13.343043
2458,0.131582,4.953804,-2.753248,-0.070627,0.850717,-0.520857,9.795065
2459,0.187931,5.563062,-1.934569,-0.047314,0.948532,-0.313126,11.996502
2460,0.238409,5.729844,-0.989683,-0.043711,0.997867,-0.048496,4.695269
2461,0.234209,5.541458,-0.008976,-0.045453,0.973533,0.223980,9.974293
2462,0.143815,5.191464,0.879262,-0.008952,0.901536,0.432612,8.332237
2463,0.127423,4.659794,1.710013,0.009554,0.863695,0.503923,5.089884
2464,0.149386,4.045135,2.473796,0.030059,0.821954,0.568760,15.373543
2465,0.663993,3.470851,3.054086,0.106931,0.646341,0.755519,2.150267
2466,1.056737,4.104497,2.369549,0.133569,0.782620,0.608001,8.472001
2467,1.114939,4.684093,1.623985,0.087665,0.817755,0.568852,11.350934
2468,1.179682,5.234844,0.811558,0.050385,0.906228,0.419776,9.148414
2469,1.164385,5.499501,-0.112290,0.005901,0.979278,0.202434,8.808696
2470,1.188152,5.690494,-1.163510,-0.006851,0.994011,-0.109063,5.282872
2471,1.147962,5.450327,-2.053229,0.006443,0.935168,-0.354145,3.411420
2472,1.073611,5.029280,-2.932442,-0.048414,0.835781,-0.546925,10.014871
2473,0.949432,4.391109,-3.690331,-0.080670,0.639765,-0.764325,4.039525
2474,0.950878,3.507008,-4.156510,-0.091293,0.384417,-0.918635,14.815243
2475,0.804246,2.581656,-4.421108,-0.081212,0.136029,-0.987371,17.139620
2476,0.653573,1.660274,-4.426561,-0.035193,-0.087722,-0.995523,13.931917
2477,0.580720,0.666968,-4.202038,0.078526,-0.285312,-0.955212,6.234125
2478,0.484377,-0.187102,-3.807056,0.125668,-0.418635,-0.899418,15.833218
2479,0.448645,-1.051846,-3.410069,0.179977,-0.475150,-0.861302,4.165142
2480,0.873787,-1.576716,-2.751362,0.194120,-0.527645,-0.826988,19.273161
2481,1.340640,-0.937443,-3.329055,0.175499,-0.528684,-0.830478,8.326757
2482,1.483451,-0.113656,-3.833588,0.104197,-0.470325,-0.876320,11.937496
2483,1.553731,0.720879,-4.290390,0.045443,-0.363658,-0.930424,10.302602
2484,1.556686,1.701739,-4.604644,-0.011436,-0.135662,-0.990689,10.026214
2485,1.590455,2.661808,-4.596955,-0.058153,0.147484,-0.987353,14.093742
2486,1.633030,3.553470,-4.312061,-0.098536,0.378480,-0.920350,14.486060
2487,1.678801,4.392318,-3.740913,-0.080998,0.621063,-0.779564,7.595808
2488,1.841674,5.008563,-2.945905,-0.013067,0.862089,-0.506588,5.906365
2489,2.004483,5.453863,-2.141029,0.030651,0.960271,-0.277379,8.892682
2490,1.999342,5.642136,-1.170348,0.036083,0.998869,-0.030956,9.586983
2491,2.001129,5.529250,-0.178673,0.074603,0.963018,0.258903,6.440943
2492,1.975267,5.240609,0.747003,0.118843,0.866787,0.484310,7.110896
2493,1.917078,4.701843,1.595407,0.181302,0.762599,0.620944,6.209681
2494,1.900410,4.065046,2.211138,0.213200,0.731717,0.647407,6.363917
2495,1.842207,3.317357,2.851387,0.257642,0.594710,0.761539,10.167486
2496,-1.496787,5.426106,0.006939,-0.142035,0.963862,0.225381,7.977630
2497,-1.509100,5.483102,-0.997397,-0.145821,0.988836,-0.030666,6.351652
2498,-1.585562,5.263760,-1.897003,-0.135527,0.945219,-0.296975,11.238245
2499,-1.650210,4.751445,-2.762193,-0.132472,0.801989,-0.582465,10.861007
2500,-1.724882,4.169212,-3.504429,-0.102837,0.672156,-0.733234,10.214444
2501,-1.945172,3.351468,-4.108646,-0.103096,0.384446,-0.917373,5.544938
2502,-2.137513,2.476176,-4.452561,-0.087248,0.209789,-0.973846,8.919126
2503,-2.255425,1.495566,-4.517667,-0.067641,0.002285,-0.997707,5.757546
2504,-2.336755,0.522596,-4.349429,-0.042614,-0.151260,-0.987575,8.434505
2505,-2.374236,-0.390553,-4.039788,0.002807,-0.273524,-0.961861,12.703532
2506,-2.358356,-1.240789,-3.768516,0.041884,-0.384341,-0.922241,9.010094
2507,-2.902352,-1.959660,-3.408961,0.041620,-0.466759,-0.883405,10.832098
2508,-3.183228,-1.134310,-3.819101,-0.016261,-0.344084,-0.938798,10.121848
2509,-3.209066,-0.214212,-4.077822,-0.035009,-0.214299,-0.976141,6.710031
2510,-3.218454,0.786419,-4.252409,-0.081059,-0.066283,-0.994503,5.860439
2511,-3.154600,1.752110,-4.308044,-0.110145,0.124342,-0.986107,14.299702
2512,-2.958040,2.727662,-4.197097,-0.114642,0.352353,-0.928819,9.522180
2513,-2.756125,3.603745,-3.792223,-0.128463,0.580307,-0.804202,7.331580
2514,-2.608521,4.337465,-3.267028,-0.145294,0.726625,-0.671495,10.852256
2515,-2.435857,4.923220,-2.455415,-0.150597,0.892433,-0.425304,10.861725
2516,-2.402788,5.318782,-1.605589,-0.194852,0.950428,-0.242319,6.723545
2517,-2.414154,5.361871,-0.580339,-0.204238,0.976982,0.061579,10.550852
2518,-2.391131,5.096095,0.346102,-0.185779,0.946940,0.262280,4.689903
2519,-2.380042,4.705452,1.218297,-0.165228,0.904502,0.393161,16.339649
2520,-2.326529,4.221245,2.047918,-0.138657,0.865192,0.481888,8.060545
2522,-3.221227,3.964470,2.120134,-0.189498,0.863736,0.466960,3.981616
2523,-3.252670,4.452909,1.342826,-0.195773,0.899465,0.390686,8.544216
2524,-3.302196,4.928124,0.441420,-0.216792,0.940861,0.260348,4.849678
2525,-3.300573,5.159552,-0.519735,-0.210318,0.975978,0.056861,9.479880
2526,-3.303749,5.057172,-1.453958,-0.194145,0.965386,-0.174179,11.922456
2527,-3.414214,4.769361,-2.426809,-0.201515,0.825736,-0.526832,9.641274
2528,-3.556099,4.209737,-3.199198,-0.205440,0.720650,-0.662162,5.678954
2529,-3.738733,3.430894,-3.771318,-0.189984,0.515138,-0.835787,6.642173
2530,-3.783932,2.459920,-4.037049,-0.166938,0.249054,-0.953994,12.200387
2531,-3.874417,1.492494,-4.181920,-0.133942,0.041762,-0.990109,6.647894
2532,-3.969542,0.510744,-4.086407,-0.112356,-0.106177,-0.987979,5.331048
2533,-4.052780,-0.409823,-3.963375,-0.083875,-0.202348,-0.975715,15.155516
2534,-4.063417,-1.301591,-3.601599,-0.088834,-0.359299,-0.928985,15.459916
2535,-5.016328,-1.520498,-3.454577,-0.128902,-0.392169,-0.910817,13.635187
2536,-5.104411,-0.666045,-3.766012,-0.126620,-0.271731,-0.954007,5.585528
2537,-4.942964,0.302802,-4.010641,-0.130758,-0.043755,-0.990448,8.894821
2538,-4.801670,1.266769,-3.999790,-0.169325,0.047813,-0.984400,9.198828
2539,-4.715342,2.191809,-3.880018,-0.187002,0.208142,-0.960056,3.646959
2540,-4.609208,3.162342,-3.594898,-0.203208,0.484447,-0.850892,0.666076
2541,-4.525030,4.009424,-3.047764,-0.213863,0.727705,-0.651696,9.002589
2542,-4.316729,4.614869,-2.266609,-0.242654,0.849662,-0.468181,9.454234
2543,-4.169863,4.860259,-1.294505,-0.216984,0.975841,-0.025558,14.988618
2544,-4.118570,4.830414,-0.347080,-0.218860,0.965801,0.139030,7.538817
2545,-3.990556,4.490435,0.599686,-0.229684,0.929982,0.287018,11.155237
2546,-4.079502,4.146904,1.459331,-0.208991,0.904844,0.370919,1.988132
2548,-4.846701,3.589575,1.826144,-0.191759,0.883298,0.427800,4.526277
2549,-4.882020,4.025337,0.956635,-0.176973,0.925234,0.335592,9.469970
2550,-5.002497,4.425672,0.095863,-0.168831,0.951369,0.257670,7.919316
2551,-5.028255,4.635137,-0.890133,-0.197564,0.980150,-0.016564,11.016888
2552,-5.144517,4.528111,-1.854233,-0.199649,0.912538,-0.356952,9.880645
2553,-5.266427,4.031340,-2.720963,-0.193281,0.780217,-0.594898,9.886335
2554,-5.438423,3.300047,-3.377853,-0.193217,0.580829,-0.790762,0.116993
2555,-5.541166,2.434655,-3.639218,-0.207563,0.377269,-0.902544,10.725011
2556,-5.607448,1.482662,-4.033981,-0.203202,0.140095,-0.969063,1.461285
2557,-5.699964,0.519311,-4.039232,-0.160860,-0.059971,-0.985153,6.182804
2558,-5.781589,-0.358511,-3.784938,-0.126552,-0.195371,-0.972530,11.163614
2559,-5.921389,-1.305716,-3.424130,-0.144346,-0.384308,-0.911851,7.538898
